PlasticType,850,950,1050,1200,1300,1450,1550,1650,id
6,4393169,3622404,3054855,3493078.5,3146106,3498375.5,3073573.75,2290076.25,302
6,4436598.5,3697591.5,2991110.5,3227113,3092672.5,3546584,3018221.25,1936110.75,302
6,4555959,3726028,3198874,3671522.5,3347463,3465643.5,2943447.75,2099606.25,302
6,5007286,4388476,3885993,4869730.5,4006295,4827573.5,3727128.75,2260653.25,303
6,4988487.5,4875422.5,3647365.5,4250529,4383820.5,4591309,3884788.25,2564527.75,303
6,4419701,4060831,3509872,4198858.5,4038973,4399014.5,3694792.75,2047057.25,303
6,4949750,4682355,3425939,3945139.5,3851909,4398620.5,3907158.75,2492704.25,305
6,5819792.5,5095111.5,4048250.5,4759164,4619597.5,5199640,4343331,2731722.75,305
6,5766323.5,5091897.5,4009117.5,4735384,4576486.5,5113346,4268989,2709683.75,305
6,6002136.5,5973601.5,4575815.5,5988455,5613420.5,6225363,5558543,3734809.75,306
6,5071302.5,5127492.5,3922138.5,5321052,5194991.5,5810291,5218097,3385177.75,306
6,6905644.5,6141525.5,5097538.5,6857017,6939458.5,7197624,6744503,4382706.5,306
